epoch,accuracy,loss,val_accuracy,val_loss
30,0.9987000823020935,0.004550574813038111,0.9813631176948547,0.20468591153621674
31,0.9980000853538513,0.007909353822469711,0.974739670753479,0.23104698956012726
32,0.998430073261261,0.005022188648581505,0.9781199097633362,0.20725004374980927
33,0.9984700679779053,0.005807177629321814,0.9791705012321472,0.21067115664482117
34,0.998460054397583,0.005043971352279186,0.9758359789848328,0.23423327505588531
35,0.998650074005127,0.005318022798746824,0.9824137091636658,0.19210074841976166
36,0.9987700581550598,0.0065271747298538685,0.9790791869163513,0.21300500631332397
37,0.9987200498580933,0.005021787714213133,0.9797186851501465,0.21048502624034882
38,0.9987400770187378,0.00507274130359292,0.97889643907547,0.20987647771835327
39,0.9988200664520264,0.004159527365118265,0.9809520244598389,0.22750726342201233
40,0.9987300634384155,0.005245908163487911,0.9751508235931396,0.2698152959346771
41,0.9987400770187378,0.0058282664977014065,0.9823223352432251,0.20840108394622803
42,0.9986400604248047,0.005395436193794012,0.964050829410553,0.2715332806110382
43,0.9988900423049927,0.004169025458395481,0.9783939719200134,0.23169374465942383
44,0.9989600777626038,0.004267440177500248,0.9799470901489258,0.21193253993988037
45,0.999190092086792,0.0034534584265202284,0.9797186851501465,0.2135651409626007
46,0.9986400604248047,0.006259066518396139,0.9731409549713135,0.22442544996738434
47,0.9991400837898254,0.0037439842708408833,0.9814544916152954,0.21820580959320068
48,0.9990100860595703,0.0033656232990324497,0.9830532073974609,0.20979948341846466
49,0.9986900687217712,0.005159036722034216,0.9823680520057678,0.19706837832927704
0,0.9338300824165344,0.184193417429924,0.9096930623054504,0.25601303577423096
1,0.9747400879859924,0.073984295129776,0.9386077523231506,0.19704462587833405
2,0.9832200407981873,0.051436468958854675,0.9618126153945923,0.13191577792167664
3,0.9876000881195068,0.03807831183075905,0.945368230342865,0.180555060505867
4,0.9901600480079651,0.03181234002113342,0.9697607159614563,0.1295621544122696
5,0.9915100932121277,0.02721349708735943,0.948108971118927,0.2024129033088684
6,0.9929200410842896,0.022803358733654022,0.9757446050643921,0.11063292622566223
7,0.9945900440216064,0.01870190165936947,0.9758359789848328,0.1205105185508728
8,0.994580090045929,0.018074937164783478,0.9708569645881653,0.15335826575756073
9,0.995150089263916,0.016554368659853935,0.9716792106628418,0.1540197730064392
10,0.9956600666046143,0.01480649784207344,0.9778458476066589,0.13316208124160767
11,0.9958300590515137,0.014751294627785683,0.9757446050643921,0.13504476845264435
12,0.9963400363922119,0.012587071396410465,0.9752878546714783,0.15064777433872223
13,0.9960800409317017,0.013290573842823505,0.9800841212272644,0.13441550731658936
14,0.9966000914573669,0.011471732519567013,0.9804952144622803,0.1414831429719925
15,0.997200071811676,0.009920822456479073,0.9786223769187927,0.1296834945678711
16,0.9972100853919983,0.010396230965852737,0.9806322455406189,0.14287959039211273
17,0.997200071811676,0.009473546408116817,0.9803581833839417,0.14521433413028717
18,0.9977300763130188,0.008613885380327702,0.974694013595581,0.17187176644802094
19,0.99739009141922,0.009242705069482327,0.9815458059310913,0.149057075381279
20,0.9976200461387634,0.009120956063270569,0.9792618751525879,0.15916715562343597
21,0.9980800747871399,0.008295589126646519,0.9804495573043823,0.15149199962615967
22,0.9978800415992737,0.007694470230489969,0.9751051068305969,0.18078269064426422
23,0.9980300664901733,0.007039849180728197,0.9766581654548645,0.1791868954896927
24,0.9975000619888306,0.008873903192579746,0.9759273529052734,0.19621439278125763
25,0.9984500408172607,0.006512144114822149,0.981591522693634,0.15089625120162964
26,0.9981300830841064,0.006200372241437435,0.9803581833839417,0.1629420816898346
27,0.9981700778007507,0.00665161432698369,0.9770236015319824,0.1770932376384735
28,0.9981000423431396,0.00697410199791193,0.9824594259262085,0.16753080487251282
29,0.9981700778007507,0.00662990752607584,0.9807236194610596,0.17145617306232452
30,0.9982600808143616,0.006694594398140907,0.9825507402420044,0.1816156953573227
31,0.9981400370597839,0.0068596103228628635,0.9791248440742493,0.19490154087543488
32,0.9985500574111938,0.004840797744691372,0.9796273112297058,0.19490760564804077
33,0.9988500475883484,0.004325149580836296,0.980586588382721,0.20764830708503723
34,0.9985000491142273,0.006002578418701887,0.9808606505393982,0.1897338330745697
35,0.9986900687217712,0.004973173141479492,0.9778915047645569,0.20257575809955597
36,0.9986200928688049,0.004618351347744465,0.9778458476066589,0.22255344688892365
37,0.9983100891113281,0.006035265978425741,0.9799013733863831,0.22326378524303436
38,0.9986000657081604,0.005215570330619812,0.9817742109298706,0.1933390498161316
39,0.9987600445747375,0.005031206179410219,0.981956958770752,0.20531105995178223
40,0.9988600611686707,0.004475114401429892,0.9756532907485962,0.29656440019607544
41,0.9985800385475159,0.0060067735612392426,0.9815001487731934,0.20648466050624847
42,0.9988600611686707,0.004018638748675585,0.9835100173950195,0.18828430771827698
43,0.9989800453186035,0.0038449461571872234,0.9816828370094299,0.20444580912590027
44,0.9988400936126709,0.005295482464134693,0.9796273112297058,0.21589387953281403
45,0.9988900423049927,0.004728217143565416,0.9825050830841064,0.19242319464683533
46,0.9991100430488586,0.003967853728681803,0.980221152305603,0.21064551174640656
47,0.9985500574111938,0.005705761257559061,0.9822766780853271,0.20261909067630768
48,0.9991100430488586,0.003536356845870614,0.9800384044647217,0.20346343517303467
49,0.9990800619125366,0.003910950385034084,0.9825964570045471,0.2118258774280548
